config,model,seed,run,dataset,accuracy,balanced_accuracy,auc,precision,recall,f1,val_accuracy,rmse,mae,r2
G,ensemble,0,0,kaggle,0.6906,0.6735478528333136,0.7276,0.75,0.6835443037974683,0.7152317880794702,-1,0.669435,0.508117,0.247003
