date,polarity_mean,polarity_max
2022-01-03,0.0765633364742408,-0.966996431350708
2022-01-04,0.1180803405919245,-0.968999981880188
2022-01-05,0.0427726855689617,-0.964769721031189
2022-01-06,-0.0180842392991111,-0.9671918153762816
2022-01-07,-0.0044088487767869,-0.961445152759552
2022-01-10,0.0492982945076404,-0.9646781086921692
2022-01-11,0.0477489538125758,-0.9670472145080566
2022-01-12,0.0305898421510158,-0.9617419242858888
2022-01-13,0.0329475090741666,-0.965502142906189
2022-01-14,0.0051213285760648,-0.9591931104660034
2022-01-17,0.0333138867313054,-0.9656609296798706
2022-01-18,0.0323942960372992,-0.9676572680473328
2022-01-19,0.0382305928549476,-0.9683184623718262
2022-01-20,0.0881454324296264,-0.9670066237449646
2022-01-21,0.1058465254968334,-0.9676399230957032
2022-01-24,0.0398487933405808,-0.9676931500434875
2022-01-25,0.0364167999954306,-0.968534767627716
2022-01-27,0.0647606738012931,-0.9679186940193176
2022-01-28,0.1019104478846178,-0.9671429991722108
2022-01-31,0.0,0.0
2022-02-01,0.1713761268565848,-0.9666572213172911
2022-02-02,0.0756947705655862,-0.9676060676574708
2022-02-03,0.0418162512311634,-0.9682340621948242
2022-02-04,0.0415131775561619,-0.9677284955978394
2022-02-07,0.0738389100394927,-0.9613633155822754
2022-02-08,0.0203353348618545,-0.966468870639801
2022-02-09,0.0557502853702086,-0.9670094847679138
2022-02-10,0.0370112475531486,-0.9681446552276612
2022-02-11,0.0568359875730399,-0.9631834626197816
2022-02-14,0.0530188505768392,-0.9645902514457704
2022-02-15,0.0379455925369831,-0.9661935567855836
2022-02-16,0.0914767774765526,-0.964305579662323
2022-02-17,0.1003526602427445,-0.9674739837646484
2022-02-18,-0.0359824344920464,-0.963606894016266
2022-02-21,0.0691597055500516,-0.9625948071479796
2022-02-22,0.0146918499578035,-0.95960134267807
2022-02-23,0.0391140400514572,-0.9656684398651124
2022-02-24,-0.0252097284610935,-0.96258807182312
2022-02-25,-0.001515005387011,-0.9578455090522766
2022-02-28,0.0,0.0
2022-03-02,-0.0055032801527197,-0.9629270434379578
2022-03-03,0.0591298756617997,-0.9653724431991576
