config,model,seed,run,dataset,accuracy,balanced_accuracy,auc,precision,recall,f1,val_accuracy,rmse,mae,r2
G,ensemble,0,0,kotekar,0.5641025641025641,0.5735294117647058,0.6345,0.6470588235294118,0.5,0.5641025641025641,-1,0.372491,0.290672,0.146832
