Date,Open,High,Low,Close,Volume,polarity_mean,polarity_max
2017-03-07,8977.75,8977.849609,8932.799805,8946.900391,173400.0,0.0,0.0
2017-03-08,8950.700195,8957.049805,8891.950195,8924.299805,177800.0,0.0,0.0
2017-03-09,8914.5,8945.799805,8899.5,8927.0,171500.0,0.0,0.0
2017-03-10,8953.700195,8975.700195,8903.950195,8934.549805,152700.0,0.0,0.0
2017-03-14,9091.650391,9122.75,9060.5,9087.0,270300.0,0.0,0.0
2017-03-15,9086.849609,9106.549805,9075.5,9084.799805,240600.0,0.0,0.0
2017-03-16,9129.650391,9158.450195,9128.549805,9153.700195,208600.0,0.0,0.0
2017-03-17,9207.799805,9218.400391,9147.599609,9160.049805,286700.0,0.0,0.0
2017-03-20,9166.950195,9167.599609,9116.299805,9126.849609,332100.0,0.0,0.0
2017-03-21,9133.950195,9147.75,9087.200195,9121.5,247700.0,0.0,0.0
2017-03-22,9047.200195,9072.900391,9019.299805,9030.450195,232300.0,0.0,0.0
2017-03-23,9048.75,9099.049805,9048.599609,9086.299805,191800.0,0.0,0.0
2017-03-24,9104.0,9133.549805,9089.400391,9108.0,203700.0,0.0,0.0
2017-03-27,9093.450195,9094.849609,9024.650391,9045.200195,202700.0,0.0,0.0
2017-03-28,9081.5,9110.400391,9079.799805,9100.799805,183300.0,0.0,0.0
2017-03-29,9128.700195,9153.150391,9109.099609,9143.799805,243400.0,0.0,0.0
2017-03-30,9142.599609,9183.150391,9136.349609,9173.75,323400.0,0.0,0.0
2017-03-31,9158.900391,9191.700195,9152.099609,9173.75,190900.0,0.0,0.0
2017-04-03,9220.599609,9245.349609,9192.400391,9237.849609,139100.0,0.0,0.0
2017-04-05,9264.400391,9273.900391,9215.400391,9265.150391,184800.0,0.0,0.0
2017-04-06,9245.799805,9267.950195,9218.849609,9261.950195,186100.0,0.0,0.0
2017-04-07,9223.700195,9250.5,9188.099609,9198.299805,190000.0,0.0,0.0
2017-04-10,9225.599609,9225.650391,9174.849609,9181.450195,135800.0,0.0,0.0
2017-04-11,9184.549805,9242.700195,9172.849609,9237.0,200100.0,0.0,0.0
2017-04-12,9242.5,9246.400391,9161.799805,9203.450195,161800.0,0.0,0.0
2017-04-13,9202.5,9202.650391,9144.950195,9150.799805,166500.0,0.0,0.0
2017-04-17,9144.75,9160.0,9120.25,9139.299805,0.0,0.0,0.0
2017-04-18,9163.0,9217.900391,9095.450195,9105.150391,174200.0,0.0,0.0
2017-04-19,9112.200195,9120.5,9075.150391,9103.5,173700.0,0.0,0.0
2017-04-20,9108.099609,9143.900391,9102.650391,9136.400391,170300.0,0.0,0.0
2017-04-21,9179.099609,9183.650391,9088.75,9119.400391,155200.0,0.0,0.0
2017-04-24,9135.349609,9225.400391,9130.549805,9217.950195,167700.0,0.0,0.0
2017-04-25,9273.049805,9309.200195,9250.349609,9306.599609,168700.0,0.0,0.0
2017-04-26,9336.200195,9367.0,9301.349609,9351.849609,185700.0,0.0,0.0
2017-04-27,9359.150391,9367.150391,9322.650391,9342.150391,209400.0,0.0,0.0
2017-04-28,9340.950195,9342.650391,9282.25,9304.049805,162200.0,0.0,0.0
2017-05-02,9339.849609,9352.549805,9269.900391,9313.799805,161600.0,0.0,0.0
2017-05-03,9344.700195,9346.299805,9298.400391,9311.950195,151600.0,0.0,0.0
2017-05-04,9360.950195,9365.650391,9323.25,9359.900391,269600.0,0.0,0.0
2017-05-05,9374.549805,9377.099609,9272.0,9285.299805,231900.0,0.0,0.0
2017-05-08,9311.450195,9338.700195,9297.950195,9314.049805,174300.0,0.0,0.0
2017-05-09,9337.349609,9338.950195,9307.700195,9316.849609,132300.0,0.0,0.0
2017-05-10,9339.650391,9414.75,9336.0,9407.299805,152700.0,0.0,0.0
2017-05-11,9448.599609,9450.650391,9411.299805,9422.400391,171100.0,0.0,0.0
2017-05-12,9436.650391,9437.75,9372.549805,9400.900391,154300.0,0.0,0.0
2017-05-15,9433.549805,9449.25,9423.099609,9445.400391,140800.0,0.0,0.0
2017-05-16,9461.0,9517.200195,9456.349609,9512.25,166500.0,0.0,0.0
2017-05-17,9517.599609,9532.599609,9486.099609,9525.75,205500.0,0.0,0.0
2017-05-18,9453.200195,9489.099609,9418.099609,9429.450195,193300.0,0.0,0.0
2017-05-19,9469.900391,9505.75,9390.75,9427.900391,252100.0,0.0,0.0
2017-05-22,9480.25,9498.650391,9427.900391,9438.25,196800.0,0.0,0.0
2017-05-23,9445.049805,9448.049805,9370.0,9386.150391,224400.0,0.0,0.0
2017-05-24,9410.900391,9431.900391,9341.650391,9360.549805,211800.0,0.0,0.0
2017-05-25,9384.049805,9523.299805,9379.200195,9509.75,289200.0,0.0,0.0
2017-05-26,9507.75,9604.900391,9495.400391,9595.099609,218800.0,0.0,0.0
2017-05-29,9560.049805,9637.75,9547.700195,9604.900391,235000.0,0.0,0.0
2017-05-30,9590.650391,9635.299805,9581.200195,9624.549805,193900.0,0.0,0.0
2017-05-31,9636.549805,9649.599609,9609.25,9621.25,414300.0,0.0,0.0
2017-06-01,9603.549805,9634.650391,9589.900391,9616.099609,176100.0,0.0,0.0
2017-06-02,9657.150391,9673.5,9637.450195,9653.5,162200.0,0.0,0.0
2017-06-05,9656.299805,9687.200195,9640.700195,9675.099609,127700.0,0.0,0.0
2017-06-06,9704.25,9709.299805,9630.200195,9637.150391,145900.0,0.0,0.0
2017-06-07,9663.950195,9678.549805,9630.549805,9663.900391,160700.0,0.0,0.0
2017-06-08,9682.400391,9688.700195,9641.5,9647.25,155400.0,0.0,0.0
2017-06-09,9638.549805,9676.25,9608.150391,9668.25,159000.0,0.0,0.0
2017-06-12,9646.700195,9647.049805,9598.5,9616.400391,141400.0,0.0,0.0
2017-06-13,9615.549805,9654.150391,9595.400391,9606.900391,129700.0,0.0,0.0
2017-06-14,9621.549805,9627.400391,9580.450195,9618.150391,181800.0,0.0,0.0
2017-06-15,9617.900391,9621.400391,9560.799805,9578.049805,171100.0,0.0,0.0
2017-06-16,9595.450195,9615.849609,9565.5,9588.049805,213200.0,0.0,0.0
2017-06-19,9626.400391,9673.299805,9614.900391,9657.549805,141700.0,0.0,0.0
2017-06-20,9670.5,9676.5,9643.75,9653.5,159500.0,0.0,0.0
2017-06-21,9648.099609,9650.450195,9608.599609,9633.599609,144000.0,0.0,0.0
2017-06-22,9642.650391,9698.849609,9617.75,9630.0,198800.0,0.0,0.0
2017-06-23,9643.25,9647.650391,9565.299805,9574.950195,175200.0,0.0,0.0
2017-06-27,9594.049805,9615.400391,9473.450195,9511.400391,203300.0,0.0,0.0
2017-06-28,9520.200195,9522.5,9474.349609,9491.25,172400.0,0.0,0.0
2017-06-29,9522.950195,9575.799805,9493.799805,9504.099609,259300.0,0.0,0.0
2017-06-30,9478.5,9535.799805,9448.75,9520.900391,179600.0,0.0,0.0
2017-07-03,9587.950195,9624.0,9543.549805,9615.0,183000.0,0.0,0.0
2017-07-04,9645.900391,9650.650391,9595.5,9613.299805,144800.0,0.0,0.0
2017-07-05,9619.75,9643.650391,9607.349609,9637.599609,130800.0,0.0,0.0
2017-07-06,9653.599609,9700.700195,9639.950195,9674.549805,147400.0,0.0,0.0
2017-07-07,9670.349609,9684.25,9642.650391,9665.799805,141800.0,0.0,0.0
2017-07-10,9719.299805,9782.150391,9646.450195,9771.049805,37500.0,0.0,0.0
2017-07-11,9797.450195,9830.049805,9778.849609,9786.049805,179700.0,0.0,0.0
2017-07-12,9807.299805,9824.950195,9787.700195,9816.099609,145500.0,0.0,0.0
2017-07-13,9855.799805,9897.25,9853.450195,9891.700195,181300.0,0.0,0.0
2017-07-14,9913.299805,9913.299805,9845.450195,9886.349609,159600.0,0.0,0.0
2017-07-17,9908.150391,9928.200195,9894.700195,9915.950195,163500.0,0.0,0.0
2017-07-18,9832.700195,9885.349609,9792.049805,9827.150391,293900.0,0.0,0.0
2017-07-19,9855.950195,9905.049805,9851.650391,9899.599609,200200.0,0.0,0.0
2017-07-20,9920.200195,9922.549805,9863.450195,9873.299805,161100.0,0.0,0.0
2017-07-21,9899.599609,9924.700195,9838.0,9915.25,187500.0,0.0,0.0
2017-07-24,9936.799805,9982.049805,9919.599609,9966.400391,174500.0,0.0,0.0
2017-07-25,10010.5498,10011.2998,9949.099609,9964.549805,185500.0,0.0,0.0
2017-07-26,9983.650391,10025.9502,9965.950195,10020.65039,197600.0,0.0,0.0
2017-07-27,10063.25,10114.84961,10005.5,10020.5498,287900.0,0.0,0.0
2017-07-28,9996.549805,10026.0498,9944.5,10014.5,191600.0,0.0,0.0
2017-07-31,10034.7002,10085.90039,10016.9502,10077.09961,237700.0,0.0,0.0
2017-08-01,10101.0498,10128.59961,10065.75,10114.65039,184300.0,0.0,0.0
2017-08-02,10136.2998,10137.84961,10054.2002,10081.5,161500.0,0.0,0.0
2017-08-03,10081.15039,10081.15039,9998.25,10013.65039,192700.0,0.0,0.0
2017-08-04,10008.59961,10075.25,9988.349609,10066.40039,178600.0,0.0,0.0
2017-08-07,10074.7998,10088.09961,10046.34961,10057.40039,137400.0,0.0,0.0
2017-08-08,10068.34961,10083.7998,9947.0,9978.549805,203300.0,0.0,0.0
2017-08-09,9961.150391,9969.799805,9893.049805,9908.049805,169200.0,0.0,0.0
2017-08-10,9872.849609,9892.650391,9776.200195,9820.25,235500.0,0.0,0.0
2017-08-11,9712.150391,9771.650391,9685.549805,9710.799805,285900.0,0.0,0.0
2017-08-14,9755.75,9818.299805,9752.099609,9794.150391,195600.0,0.0,0.0
2017-08-16,9825.849609,9903.950195,9773.849609,9897.299805,219500.0,0.0,0.0
2017-08-17,9945.549805,9947.799805,9883.75,9904.150391,197600.0,0.0,0.0
2017-08-18,9865.950195,9865.950195,9783.650391,9837.400391,246300.0,0.0,0.0
2017-08-21,9864.25,9884.349609,9740.099609,9754.349609,205300.0,0.0,0.0
2017-08-22,9815.75,9828.450195,9752.599609,9765.549805,183600.0,0.0,0.0
2017-08-23,9803.049805,9857.900391,9786.75,9852.5,168600.0,0.0,0.0
2017-08-24,9881.200195,9881.5,9848.849609,9857.049805,184700.0,0.0,0.0
2017-08-28,9907.150391,9925.75,9882.0,9912.799805,159600.0,0.0,0.0
2017-08-29,9886.400391,9887.349609,9783.75,9796.049805,173300.0,0.0,0.0
2017-08-30,9859.5,9909.450195,9850.799805,9884.400391,157800.0,0.0,0.0
2017-08-31,9905.700195,9925.099609,9856.950195,9917.900391,327700.0,0.0,0.0
2017-09-01,9937.650391,9983.450195,9909.849609,9974.400391,157800.0,0.0,0.0
2017-09-04,9984.150391,9988.400391,9861.0,9912.849609,148800.0,0.0,0.0
2017-09-05,9933.25,9963.099609,9901.049805,9952.200195,139200.0,0.0,0.0
2017-09-06,9899.25,9931.549805,9882.549805,9916.200195,149200.0,0.0,0.0
2017-09-07,9945.849609,9964.849609,9917.200195,9929.900391,188800.0,0.0,0.0
2017-09-08,9958.650391,9963.599609,9913.299805,9934.799805,163600.0,0.0,0.0
2017-09-11,9971.75,10028.65039,9968.799805,10006.0498,173000.0,0.0,0.0
2017-09-12,10056.84961,10097.5498,10028.0498,10093.0498,182600.0,0.0,0.0
2017-09-13,10099.25,10131.9502,10063.15039,10079.2998,215000.0,0.0,0.0
2017-09-14,10107.40039,10126.5,10070.34961,10086.59961,225600.0,0.0,0.0
2017-09-15,10062.34961,10115.15039,10043.65039,10085.40039,266600.0,0.0,0.0
2017-09-18,10133.09961,10171.7002,10131.2998,10153.09961,156100.0,0.0,0.0
2017-09-19,10175.59961,10178.9502,10129.9502,10147.5498,187500.0,0.0,0.0
2017-09-20,10160.9502,10171.0498,10134.2002,10141.15039,199400.0,0.0,0.0
2017-09-21,10139.59961,10158.90039,10058.59961,10121.90039,191800.0,0.0,0.0
2017-09-22,10094.34961,10095.0498,9952.799805,9964.400391,226600.0,0.0,0.0
2017-09-25,9960.099609,9960.5,9816.049805,9872.599609,221400.0,0.0,0.0
2017-09-26,9875.25,9891.349609,9813.0,9871.5,190900.0,0.0,0.0
2017-09-27,9920.599609,9921.049805,9714.400391,9735.75,200100.0,0.0,0.0
2017-09-28,9736.400391,9789.200195,9687.549805,9768.950195,385000.0,0.0,0.0
2017-09-29,9814.299805,9854.0,9775.349609,9788.599609,196300.0,0.0,0.0
2017-10-03,9893.299805,9895.400391,9831.049805,9859.5,162800.0,0.0,0.0
2017-10-04,9884.349609,9938.299805,9850.650391,9914.900391,156200.0,0.0,0.0
2017-10-05,9927.0,9945.950195,9881.849609,9888.700195,147800.0,0.0,0.0
2017-10-06,9908.150391,9989.349609,9906.599609,9979.700195,195800.0,0.0,0.0
2017-10-09,9988.200195,10015.75,9959.450195,9988.75,143900.0,0.0,0.0
2017-10-10,10013.7002,10034.0,10002.2998,10016.9502,148600.0,0.0,0.0
2017-10-11,10042.59961,10067.25,9955.799805,9984.799805,189700.0,0.0,0.0
2017-10-12,10011.2002,10104.4502,9977.099609,10096.40039,200900.0,0.0,0.0
2017-10-13,10123.7002,10191.90039,10120.09961,10167.4502,230100.0,0.0,0.0
2017-10-16,10207.40039,10242.9502,10175.09961,10230.84961,203000.0,0.0,0.0
2017-10-17,10227.65039,10251.84961,10212.59961,10234.4502,195700.0,0.0,0.0
2017-10-18,10209.40039,10236.4502,10175.75,10210.84961,254200.0,0.0,0.0
2017-10-19,10210.34961,10211.9502,10123.34961,10146.5498,30200.0,0.0,0.0
2017-10-23,10176.65039,10224.15039,10124.5,10184.84961,218100.0,0.0,0.0
2017-10-24,10218.5498,10237.75,10182.40039,10207.7002,217200.0,0.0,0.0
2017-10-25,10321.15039,10340.5498,10240.90039,10295.34961,594200.0,0.0,0.0
2017-10-26,10291.7998,10355.65039,10271.84961,10343.7998,429700.0,0.0,0.0
2017-10-27,10362.2998,10366.15039,10311.2998,10323.0498,312700.0,0.0,0.0
2017-10-30,10353.84961,10384.5,10344.2998,10363.65039,236900.0,0.0,0.0
2017-10-31,10364.90039,10367.7002,10323.9502,10335.2998,232600.0,0.0,0.0
2017-11-01,10390.34961,10451.65039,10383.0498,10440.5,260300.0,0.0,0.0
2017-11-02,10440.5,10453.0,10412.5498,10423.7998,201500.0,0.0,0.0
2017-11-03,10461.5498,10461.7002,10403.59961,10452.5,199900.0,0.0,0.0
2017-11-06,10431.75,10490.4502,10413.75,10451.7998,193600.0,0.0,0.0
2017-11-07,10477.15039,10485.75,10340.7998,10350.15039,286900.0,0.0,0.0
2017-11-08,10361.9502,10384.25,10285.5,10303.15039,274500.0,0.0,0.0
2017-11-09,10358.65039,10368.4502,10266.9502,10308.9502,240200.0,0.0,0.0
2017-11-10,10304.34961,10344.9502,10254.09961,10321.75,279400.0,0.0,0.0
2017-11-13,10322.0,10334.15039,10216.25,10224.9502,210300.0,0.0,0.0
2017-11-14,10223.40039,10248.0,10175.5498,10186.59961,305000.0,0.0,0.0
2017-11-15,10171.9502,10175.4502,10094.0,10118.0498,207400.0,0.0,0.0
2017-11-16,10152.90039,10232.25,10139.2002,10214.75,182600.0,0.0,0.0
2017-11-17,10324.5498,10343.59961,10268.0498,10283.59961,203300.0,0.0,0.0
2017-11-20,10287.2002,10309.84961,10261.5,10298.75,147200.0,0.0,0.0
2017-11-21,10329.25,10358.7002,10315.0498,10326.90039,186100.0,0.0,0.0
2017-11-22,10350.7998,10368.7002,10309.5498,10342.2998,157600.0,0.0,0.0
2017-11-23,10358.4502,10374.2998,10307.2998,10348.75,153000.0,0.0,0.0
2017-11-24,10366.7998,10404.5,10362.25,10389.7002,129200.0,0.0,0.0
2017-11-27,10361.0498,10407.15039,10340.2002,10399.5498,141900.0,0.0,0.0
2017-11-28,10387.90039,10409.5498,10355.2002,10370.25,196000.0,0.0,0.0
2017-11-29,10376.65039,10392.9502,10345.90039,10361.2998,152500.0,0.0,0.0
2017-11-30,10332.7002,10332.7002,10211.25,10226.5498,342500.0,0.0,0.0
2017-12-01,10263.7002,10272.7002,10108.5498,10121.7998,143400.0,0.0,0.0
2017-12-04,10175.0498,10179.2002,10095.7002,10127.75,148600.0,0.0,0.0
2017-12-05,10118.25,10147.9502,10069.09961,10118.25,155500.0,0.0,0.0
2017-12-06,10088.7998,10104.2002,10033.34961,10044.09961,166100.0,0.0,0.0
2017-12-07,10063.4502,10182.65039,10061.90039,10166.7002,166200.0,0.0,0.0
2017-12-08,10198.4502,10270.84961,10195.25,10265.65039,200000.0,0.0,0.0
2017-12-11,10310.5,10329.2002,10282.0498,10322.25,147400.0,0.0,0.0
2017-12-12,10324.90039,10326.09961,10230.2002,10240.15039,175100.0,0.0,0.0
2017-12-13,10236.59961,10296.5498,10169.84961,10192.9502,181600.0,0.0,0.0
2017-12-14,10229.2998,10276.09961,10141.5498,10252.09961,154300.0,0.0,0.0
2017-12-15,10345.65039,10373.09961,10319.65039,10333.25,255100.0,0.0,0.0
2017-12-18,10263.09961,10443.5498,10074.7998,10388.75,230400.0,0.0,0.0
2017-12-19,10414.7998,10472.2002,10406.0,10463.2002,169100.0,0.0,0.0
2017-12-20,10494.40039,10494.4502,10437.15039,10444.2002,175200.0,0.0,0.0
2017-12-21,10473.9502,10473.9502,10426.90039,10440.2998,151900.0,0.0,0.0
2017-12-22,10457.2998,10501.09961,10448.25,10493.0,138800.0,0.0,0.0
2017-12-26,10512.2998,10545.4502,10477.9502,10531.5,155600.0,0.0,0.0
2017-12-27,10531.0498,10552.40039,10469.25,10490.75,165200.0,0.0,0.0
2017-12-28,10498.2002,10534.5498,10460.4502,10477.90039,272900.0,0.0,0.0
2017-12-29,10492.34961,10538.7002,10488.65039,10530.7002,152000.0,0.0,0.0
2018-01-02,10477.5498,10495.2002,10404.65039,10442.2002,153400.0,0.0,0.0
2018-01-03,10482.65039,10503.59961,10429.5498,10443.2002,167300.0,0.0,0.0
2018-01-04,10469.40039,10513.0,10441.4502,10504.7998,174900.0,0.0,0.0
2018-01-05,10534.25,10566.09961,10520.09961,10558.84961,180900.0,0.0,0.0
2018-01-08,10591.7002,10631.2002,10588.5498,10623.59961,169000.0,0.0,0.0
2018-01-09,10645.09961,10659.15039,10603.59961,10637.0,205000.0,0.0,0.0
2018-01-10,10652.0498,10655.5,10592.7002,10632.2002,176400.0,0.0,0.0
2018-01-11,10637.0498,10664.59961,10612.34961,10651.2002,153800.0,0.0,0.0
2018-01-12,10682.5498,10690.40039,10597.09961,10681.25,175200.0,0.0,0.0
2018-01-15,10718.5,10782.65039,10713.7998,10741.5498,175900.0,0.0,0.0
2018-01-16,10761.5,10762.34961,10687.84961,10700.4502,211000.0,0.0,0.0
2018-01-17,10702.4502,10803.0,10666.75,10788.5498,252700.0,0.0,0.0
2018-01-18,10873.40039,10887.5,10782.40039,10817.0,312000.0,0.0,0.0
2018-01-19,10829.2002,10906.84961,10793.90039,10894.7002,207600.0,0.0,0.0
2018-01-22,10883.2002,10975.09961,10881.40039,10966.2002,231600.0,0.0,0.0
2018-01-23,10997.40039,11092.90039,10994.5498,11083.7002,284600.0,0.0,0.0
2018-01-24,11069.34961,11110.09961,11046.15039,11086.0,283400.0,0.0,0.0
2018-01-25,11095.59961,11095.59961,11009.2002,11069.65039,330300.0,0.0,0.0
2018-01-29,11079.34961,11171.5498,11075.9502,11130.40039,241700.0,0.0,0.0
2018-01-30,11120.84961,11121.09961,11033.90039,11049.65039,228000.0,0.0,0.0
2018-01-31,11018.7998,11058.5,10979.2998,11027.7002,245900.0,0.0,0.0
2018-02-01,11044.5498,11117.34961,10878.7998,11016.90039,306200.0,0.0,0.0
2018-02-02,10938.2002,10954.9502,10736.09961,10760.59961,282700.0,0.0,0.0
2018-02-05,10604.2998,10702.75,10586.7998,10666.5498,240100.0,0.0,0.0
2018-02-06,10295.15039,10594.15039,10276.2998,10498.25,266500.0,0.0,0.0
2018-02-07,10607.2002,10614.0,10446.40039,10476.7002,250400.0,0.0,0.0
2018-02-08,10518.5,10637.7998,10479.5498,10576.84961,232200.0,0.0,0.0
2018-02-09,10416.5,10480.2002,10398.2002,10454.9502,191600.0,0.0,0.0
2018-02-12,10518.2002,10555.5,10485.40039,10539.75,217400.0,0.0,0.0
2018-02-14,10585.75,10590.5498,10456.65039,10500.90039,229200.0,0.0,0.0
2018-02-15,10537.90039,10618.09961,10511.0498,10545.5,210600.0,0.0,0.0
2018-02-16,10596.2002,10612.90039,10434.0498,10452.2998,184300.0,0.0,0.0
2018-02-19,10488.90039,10489.34961,10302.75,10378.40039,187300.0,0.0,0.0
2018-02-20,10391.0,10429.34961,10347.65039,10360.40039,187700.0,0.0,0.0
2018-02-21,10426.0,10426.09961,10349.59961,10397.4502,234100.0,0.0,0.0
2018-02-22,10354.34961,10397.5498,10340.65039,10382.7002,313600.0,0.0,0.0
2018-02-23,10408.09961,10499.09961,10396.65039,10491.0498,210600.0,0.0,0.0
2018-02-26,10526.5498,10592.9502,10520.2002,10582.59961,171900.0,0.0,0.0
2018-02-27,10615.2002,10631.65039,10537.25,10554.2998,187500.0,0.0,0.0
2018-02-28,10488.9502,10535.5,10461.5498,10492.84961,286000.0,0.0,0.0
2018-03-01,10479.9502,10525.5,10447.15039,10458.34961,176000.0,0.0,0.0
2018-03-05,10428.2998,10428.7002,10323.90039,10358.84961,194000.0,0.0,0.0
2018-03-06,10420.5,10441.34961,10215.90039,10249.25,222900.0,0.0,0.0
2018-03-07,10232.9502,10243.34961,10141.5498,10154.2002,249500.0,0.0,0.0
2018-03-08,10216.25,10270.34961,10146.40039,10242.65039,226400.0,0.0,0.0
2018-03-09,10271.2998,10296.7002,10211.90039,10226.84961,186500.0,0.0,0.0
2018-03-12,10301.59961,10433.65039,10295.4502,10421.40039,216400.0,0.0,0.0
2018-03-13,10389.5,10478.59961,10377.84961,10426.84961,266700.0,0.0,0.0
2018-03-14,10393.0498,10420.34961,10336.2998,10410.90039,181400.0,0.0,0.0
2018-03-15,10405.4502,10420.0,10346.2002,10360.15039,173900.0,0.0,0.0
2018-03-16,10345.15039,10346.2998,10180.25,10195.15039,328500.0,0.0,0.0
2018-03-19,10215.34961,10224.5498,10075.2998,10094.25,210200.0,0.0,0.0
2018-03-20,10051.5498,10155.65039,10049.09961,10124.34961,203000.0,0.0,0.0
2018-03-21,10181.9502,10227.2998,10132.9502,10155.25,204800.0,0.0,0.0
2018-03-22,10167.5,10207.84961,10105.40039,10114.75,230500.0,0.0,0.0
2018-03-23,9968.799805,10027.7002,9951.900391,9998.049805,285700.0,0.0,0.0
2018-03-26,9989.150391,10143.5,9958.549805,10130.65039,262600.0,0.0,0.0
2018-03-27,10188.0,10207.90039,10139.65039,10184.15039,225700.0,0.0,0.0
2018-03-28,10143.59961,10158.34961,10096.90039,10113.7002,344400.0,0.0,0.0
2018-04-02,10151.65039,10220.09961,10127.75,10211.7998,225400.0,0.0,0.0
2018-04-03,10186.84961,10255.34961,10171.0498,10245.0,205300.0,0.0,0.0
2018-04-04,10274.59961,10279.84961,10111.2998,10128.40039,231100.0,0.0,0.0
2018-04-05,10228.4502,10331.7998,10227.4502,10325.15039,236800.0,0.0,0.0
2018-04-06,10322.75,10350.4502,10290.84961,10331.59961,200200.0,0.0,0.0
2018-04-09,10333.7002,10397.7002,10328.5,10379.34961,221600.0,0.0,0.0
2018-04-10,10412.90039,10424.84961,10381.5,10402.25,251700.0,0.0,0.0
2018-04-11,10428.15039,10428.15039,10355.59961,10417.15039,250400.0,0.0,0.0
2018-04-12,10410.65039,10469.90039,10395.25,10458.65039,238600.0,0.0,0.0
2018-04-13,10495.2998,10519.90039,10451.4502,10480.59961,213100.0,0.0,0.0
2018-04-16,10398.2998,10540.15039,10396.34961,10528.34961,195000.0,0.0,0.0
2018-04-17,10557.2998,10560.4502,10495.65039,10548.7002,206100.0,0.0,0.0
2018-04-18,10578.90039,10594.2002,10509.7002,10526.2002,205400.0,0.0,0.0
2018-04-19,10563.65039,10572.2002,10546.2002,10565.2998,262600.0,0.0,0.0
2018-04-20,10560.34961,10582.34961,10527.4502,10564.0498,244600.0,0.0,0.0
